"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"578","EDCS-73600304","Arabia","Petra",NA,NA,"miliaria",NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"579","EDCS-05000771","Arabia","Qasr Ayn es Sol",209,210,"miliaria",NA,NA,"Imp(erator) Caes(ar) L(ucius) Septim(ius) / Severus Pius Pert(inax) / Aug(ustus) Arab(icus) Adiabe(nicus) Par/th(icus) max(imus) p(ater) p(atriae) pont(ifex) max(imus) / trib(unicia) pot(estate) XVIII co(n)s(ul) II/I proco(n)s(ul) [3] et / Imp(erator) Caes(ar) M(arcus) Aurel(ius) / Antoninus Pius / Aug(ustus) trib(unicia) pot(estate) XII(?) / co(n)s(ul) III proco(n)s(ul) [[et]] / [[Imp(erator) Caes(ar) P(ublius) Septim(ius)]] / [[Geta Pius Aug(ustus)]] / [[trib(unicia) pot(estate) II? co(n)s(ul) II proco(n)s(ul)]] / per Aur(elium) Aure[lianum] / leg(atum) eorum [pr(o) pr(aetore)] / co(n)s(ulem) des(ignatum) ab [Hamatha] / m(ilia) p(assuum) LXXX[3]","Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus pater patriae pontifex maximus tribunicia potestate XVIII consul III proconsul et Imperator Caesar Marcus Aurelius Antoninus Pius Augustus tribunicia potestate XII consul III proconsul et Imperator Caesar Publius Septimius Geta Pius Augustus tribunicia potestate II consul II proconsul per Aurelium Aurelianum legatum eorum pro praetore consulem designatum ab Hamatha milia passuum LXXX",NA,NA,NA,"lapis"
"580","EDCS-51701005","Arabia","Qasr Ayn es Sol",NA,NA,"miliaria",NA,NA,"]E[3] / leg(atum) eoru[m 3] / [3] co(n)s(ul) des(ignatus) Aug(ustus) [3] / [3] m(ilia) p(assuum) LXXX[X 3] //","E legatum eorum consul designatus Augustus milia passuum LXXXX","GR",NA,NA,"lapis"
"581","EDCS-05000770","Arabia","Qasr Azraq / Basienis",209,210,"miliaria",NA,NA,"[3 per] / Aure[l(ium) Aurelianum] / leg(atum) eo[rum pr(o) pr(aetore)] / [co(n)s(ulem) des(ignatum) 3]","per Aurelium Aurelianum legatum eorum pro praetore consulem designatum",NA,31.8801761,36.8272558,"lapis"
"582","EDCS-31400521","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,"Imp(eratori) C[aes(ari) C(aio) Valerio Diocletiano Pio] Felici / Inv[icto Augusto restitutori orbis al]terius / trib(unicia) [pot(estate) 3]I[ // Imp(eratori) Caes(ari) M(arco) Au[relio] Maximiano P(io) F(elici) / Invicto [","Imperatori Caesari Caio Valerio Diocletiano Pio Felici Invicto Augusto restitutori orbis alterius tribunicia potestate I Imperatori Caesari Marco Aurelio Maximiano Pio Felici Invicto",NA,31.2692159,35.737769,"lapis"
"583","EDCS-73600224","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"584","EDCS-73600225","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"585","EDCS-73600226","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"586","EDCS-73600227","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"587","EDCS-73600228","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"588","EDCS-78500057","Arabia","Radeime",303,305,"miliaria",NA,NA,NA,NA,"GR",NA,NA,"lapis"
"589","EDCS-09701221","Arabia","Subehi",NA,NA,"miliaria",NA,NA,"In]vi[ct]o [Aug(usto) pont(ifici) m]ax(imo) [","Invicto Augusto pontifici maximo",NA,NA,NA,"lapis"
"590","EDCS-09701213","Arabia","Tell Ramit",305,306,"miliaria",NA,NA,"Impe[ratori] / Caesari [3] / Di[cletiano] / [6] / [3] Maximiniano / [6] / [6] / [6] / [6] / [3] Aug(usto) [3] / [","Imperatori Caesari Dicletiano Maximiniano Augusto",NA,32.558461,36.014662,"lapis"
"591","EDCS-09701214","Arabia","Tell Ramit",NA,NA,"miliaria",NA,NA,"Im[p(erator?) 3] / [3]GV[3] / [3]COTHE[3] / [3]TEO[3] / [3]MO[3] / HI","Imperator GV COTHE TEO MO HI",NA,32.558461,36.014662,"lapis"
"592","EDCS-31400533","Arabia","Thawane / Touaineh",214,214,"miliaria",NA,NA,"XM / T / HMPH / PREPC / C / I / Iulianum / [l]eg(atum) Aug(usti) pr(o) pr(aetore) / XIII","XM T HMPH PREPC C I Iulianum legatum Augusti pro praetore XIII",NA,NA,NA,"lapis"
"593","EDCS-31400534","Arabia","Thawane / Touaineh",214,214,"miliaria","tituli sacri",NA,"Imp(erator) C[ae]s[ar] / [divi Septi]m[i] / S[everi Pii Felicis] / Au[gusti Parthici] / max(imi) / [6] / A[rabici] / Britan[nici maximi] / Adiab[enici filius] / Marcu[s] / Aurelius [Antoninus] / Pius Fe[lix Aug(ustus) Britan(nicus) Arab(icus) Adiab(enicus)] / pont(ifex) [maximus tribunicia] / pot(estate) [XV]II co(n)s(ul) [IIII p(ater) p(atriae)] / [pro]co(n)s(ul) [per Furnium] / Iu[lianum legatum] / Au[gusti pr(o) pr(aetore)] / c[o(n)s(ulem) des(ignatum)] / a Petra / m(ilia) p(assuum) XLV","Imperator Caesar divi Septimi Severi Pii Felicis Augusti Parthici maximi Arabici Britannici maximi Adiabenici filius Marcus Aurelius Antoninus Pius Felix Augustus Britannicus Arabicus Adiabenicus pontifex maximus tribunicia potestate XVII consul IIII pater patriae proconsul per Furnium Iulianum legatum Augusti pro praetore consulem designatum a Petra milia passuum XLV",NA,NA,NA,"lapis"
"594","EDCS-31400535","Arabia","Thawane / Touaineh",270,275,"miliaria",NA,NA,"Imp(eratori) Caes(ari) Lu(cio) / Domitio Au/reliano / Pio Fel(ici) / Aug(usto) / [p]ontif(ici) max(imo) / trib(unicia) po[t(estate)","Imperatori Caesari Lucio Domitio Aureliano Pio Felici Augusto pontifici maximo tribunicia potestate",NA,NA,NA,"lapis"
"595","EDCS-73600283","Arabia","Thawane / Touaineh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"596","EDCS-73600284","Arabia","Thawane / Touaineh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"597","EDCS-73600285","Arabia","Thawane / Touaineh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"598","EDCS-73600286","Arabia","Thawane / Touaineh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"599","EDCS-73600287","Arabia","Thawane / Touaineh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"600","EDCS-73600288","Arabia","Thawane / Touaineh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"601","EDCS-73600289","Arabia","Thawane / Touaineh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"602","EDCS-73600290","Arabia","Thawane / Touaineh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"603","EDCS-17100050","Arabia","Thorma",NA,NA,"miliaria",NA,NA,"] P(ius) F(elix) Aug(ustus) tr(ibunicia) / pot(estate) co(n)s(ul) [per] / Caecilium / Felicem / leg(atum) Aug(usti) / pr(o) pr(aetore)","Pius Felix Augustus tribunicia potestate consul per Caecilium Felicem legatum Augusti pro praetore",NA,NA,NA,"lapis"
"604","EDCS-05000769","Arabia","Thughrat al Jubb / Thantia",180,192,"miliaria","tituli operum",NA,"Imp(erator) / Caes(ar) M(arcus) / Aur[el(ius) C]o[m]/mod[us] A/nton[i]nu[s] / Aug(ustus) pon[t(ifex)] / max(imus) [tr]ib(unicia) / [p]ot(estate) [VI(?) i]mp(erator) [IIII(?)] / [c]o(n)s(ul) III [p(ater) p(atriae)] refecit / per Q(uintum) Fl(avium) / [I]ulium / [F]ronton/[em l]e[g(atum)] / A[u]g(usti) p(ro) p(raetore) / m(ilia) p(assuum) / XCIII","Imperator Caesar Marcus Aurelius Commodus Antoninus Augustus pontifex maximus tribunicia potestate VI imperator IIII consul III pater patriae refecit per Quintum Flavium Iulium Frontonem legatum Augusti pro praetore milia passuum XCIII",NA,32.266667,36.233333,"lapis"
"605","EDCS-07400696","Arabia","Um-Alquttain / Umm el-Quttein / Umm al Qittayn",NA,NA,"miliaria",NA,NA,"Imp(eratoribus) CC(aesaribus?) II / Diocletiano / et Maximiano / semp(er) Aug(ustis) / et Constantino / et Maximino n(o)b(ilissimis) / [Caesaribus","Imperatoribus CCaesaribus II Diocletiano et Maximiano semper Augustis et Constantino et Maximino nobilissimis Caesaribus",NA,32.3146504,36.6326366,"lapis"
"606","EDCS-73600223","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"] m(ilia) p(assuum) XII","milia passuum XII",NA,31.4170301,35.8756539,"lapis"
"607","EDCS-29900172","Arabia","Wadi Mujib / Wadi Modjib",NA,193,"miliaria",NA,NA,"to 193;   b:  361 to 363         

 
 
Imp(erator) Caesar / P(ublius) Helvius Perti/nax Aug(ustus) princeps / senatus co(n)s(ul) II / pontif(ex) maximus trib(unicia) / pot(estate) p(ater) p(atriae) et Caesar Hel/vius Pertinax fi[l(ius)] / princeps iuventutis / [6] //","Imperator Caesar Publius Helvius Pertinax Augustus princeps senatus consul II pontifex maximus tribunicia potestate pater patriae et Caesar Helvius Pertinax filius princeps iuventutis","GR",31.4170301,35.8756539,"lapis"
"608","EDCS-29900173","Arabia","Wadi Mujib / Wadi Modjib",NA,111,"miliaria","tituli operum","tituli sacri","to 111;   b:  361 to 363         

 
 
Imp(erator) Caes(ar) / divi Nervae fil(ius) [Nerva] / Traianus Au[g(ustus) Germanic(us)] / Dacicus pont(ifex) [max(imus)] / trib(unicia) pot(estate) XV im[p(erator) VI co(n)s(ul) V] / p(ater) p(atriae) redacta i[n formam] / provincia[e] A[rabia viam] / Novam a fini[bus Syriae] / usque ad mar[e rubrum] / aperuit et strav[it per] / [C(aium) Cl(audium) Seve]/[rum leg(atum) Aug(usti) pro pr(aetore)] //","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XV imperator VI consul V pater patriae redacta in formam provinciae Arabia viam Novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore","GR",31.4170301,35.8756539,"lapis"
"609","EDCS-31300282","Arabia","Wadi Mujib / Wadi Modjib",NA,361,"miliaria",NA,NA,"to 363         

 
 
 // mil(ia) / XV","milia XV","GR",31.4170301,35.8756539,"lapis"
"610","EDCS-31400555","Arabia","Wadi Mujib / Wadi Modjib",NA,162,"miliaria",NA,NA,"to 162;   b:  361 to 363         

 
 
Imp(erator) Caes(ar) / M(arcus) Aurelius Anto[ninus Aug(ustus)] //  // [per] / P(ublium) Iul(ium) Geminium Mar/[cian]um leg(atum) Aug(usti) pr(o) pr(aetore) / m(ilia) p(assuum) / CVIII","Imperator Caesar Marcus Aurelius Antoninus Augustus per Publium Iulium Geminium Marcianum legatum Augusti pro praetore milia passuum CVIII","GR",31.4170301,35.8756539,"lapis"
"611","EDCS-31400556","Arabia","Wadi Mujib / Wadi Modjib",NA,111,"miliaria","tituli operum","tituli sacri","to 111;   b:  361 to 363         

 
 
Imp(erator) C[aes(ar)] / divi [Nervae fil(ius) Nerva] / Traia[nus Aug(ustus) Germ(anicus)] / Dacicus [pont(ifex) max(imus)] / trib(unicia) [pot(estate) XV imp(erator) VI co(n)s(ul) V] / p(ater) p(atriae) red[acta in formam] / provincia[e Arabia viam] / novam [a finibus Syriae] / usque ad mare rub[rum] / aperuit et stravit per / C(aium) Claudium Severum / [leg(atum) Aug(usti) pr(o) pr(aetore) //","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XV imperator VI consul V pater patriae redacta in formam provinciae Arabia viam novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore","GR",31.4170301,35.8756539,"lapis"
"612","EDCS-31400557","Arabia","Wadi Mujib / Wadi Modjib",NA,194,"miliaria",NA,NA,"to 194;   b:  361 to 363         

 
 
Imp(erator) C]aesar / Lu(cius) [Se]pti[mius Severus Pius] / Pertinax [Aug(ustus) //  // [per] / P(ublium) Aelium Severianum / Maximum leg(atum) Aug(usti) / pr(o) pr(aetore) / a Rab(ba) / m(ilia) p(assuum) XVI","Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus per Publium Aelium Severianum Maximum legatum Augusti pro praetore a Rabba milia passuum XVI","GR",31.4170301,35.8756539,"lapis"
"613","EDCS-29900174","Arabia","Wadi Mujib / Wadi Modjib",NA,230,"miliaria",NA,NA,"to 230;   b:  361 to 363         

 
 
] / P(ius) F(elix) Aug(ustus) tr(ibunicia) / pot(estate) cons(ul) II per / Caecilium / Felicem / leg(atum) Augg(ustorum) / pr(o) pr(aetore) //","Pius Felix Augustus tribunicia potestate consul II per Caecilium Felicem legatum Auggustorum pro praetore","GR",31.4170301,35.8756539,"lapis"
"614","EDCS-29900175","Arabia","Wadi Mujib / Wadi Modjib",212,212,"miliaria",NA,NA,"Imp(erator) Caesar M(arcus) / Aurelius Severus / Antoninus Pius Aug(ustus) / Felix Parthicus / maximus Brt{t}an(n)icus / maximus pontifex / maximus co(n)s(ul) IIII / per Furnium Iulianum / leg(atum) eius co(n)s(ulem) [d]e[s(ignatum)] / pr(o) pr(aetore) / CVIIII","Imperator Caesar Marcus Aurelius Severus Antoninus Pius Augustus Felix Parthicus maximus Brtannicus maximus pontifex maximus consul IIII per Furnium Iulianum legatum eius consulem designatum pro praetore CVIIII",NA,31.4170301,35.8756539,"lapis"
"615","EDCS-31400559","Arabia","Wadi Mujib / Wadi Modjib",NA,219,"miliaria","tituli sacri",NA,"to 219;   b:  334 to 335         

 
 
divi Severi] / nep(os) co(n)s(ul) II p(ontifex) m(aximus) / p(ater) p(atriae) trib(unicia) pot(estate) [per] / Flavium Iu[lianum] / leg(atum) Aug(usti) pr(o) [pr(aetore)] / a Me[dab]a / XX // DD(ominis) nn(ostris) / Constantino Aug(usto) / et Constantino / et Constantio / et Constant / nobb(ilissimis) Caess(aribus)","divi Severi nepos consul II pontifex maximus pater patriae tribunicia potestate per Flavium Iulianum legatum Augusti pro praetore a Medaba XX DDominis nnostris Constantino Augusto et Constantino et Constantio et Constant nobbilissimis Caessaribus",NA,31.4170301,35.8756539,"lapis"
"616","EDCS-31400560","Arabia","Wadi Mujib / Wadi Modjib",NA,271,"miliaria",NA,NA,"to 271;   b:  288 to 288         

 
 
Imp(eratori) Caes(ari) Lucio Domit[io] / [Au]reliano Pio Fe[lici] / [Inv]icto Aug(usto) pontifex(!) m[aximus] / trib(unicia) [pot(estate) // Imp(eratori) Caes(ari) [Gaio] / Valerio Diocle[tiano] / Pio Felic(i) Invic[to] / Aug(usto) et Marco / Aur(elio) Maximia[no] / PP(iis) FF(elicibus) Invict[is] / Augg(ustis)","Imperatori Caesari Lucio Domitio Aureliano Pio Felici Invicto Augusto pontifex maximus tribunicia potestate Imperatori Caesari Gaio Valerio Diocletiano Pio Felici Invicto Augusto et Marco Aurelio Maximiano PPiis FFelicibus Invictis Auggustis",NA,31.4170301,35.8756539,"lapis"
"617","EDCS-73600213","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"618","EDCS-73600214","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"619","EDCS-73600215","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"620","EDCS-73600216","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"621","EDCS-73600217","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"622","EDCS-73600218","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"623","EDCS-73600219","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"624","EDCS-73600220","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"625","EDCS-73600221","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"626","EDCS-73600222","Arabia","Wadi Mujib / Wadi Modjib",NA,NA,"miliaria",NA,NA,"?","",NA,31.4170301,35.8756539,"lapis"
"627","EDCS-31400562","Arabia","Wadi Waleh",111,111,"miliaria","tituli operum","tituli sacri","Imp(erator) Caesar divi Nerv[ae f(ilius)] / Nerva Traianus Aug(ustus) / Germ(anicus) Dacicus pon[t(ifex)] / max(imus) trib(unicia) pot(estate) XV im[p(erator) VI] / co(n)s(ul) V p(ater) p(atriae) redacta in / formam provinci[ae] / Arabia vi[am no]/[va]m [a finibus Syriae] / [u]sque [ad mare rubrum] / [ap]eruit et stravit / per [C(aium) Claudium Severum] / [leg(atum) Aug(usti) pr(o) pr(aetore)","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XV imperator VI consul V pater patriae redacta in formam provinciae Arabia viam novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore",NA,NA,NA,"lapis"
"628","EDCS-31400563","Arabia","Wadi Waleh",214,214,"miliaria",NA,NA,"]um / leg(atum) eius pr(o) pr(aetore) / co(n)s(ulem) desig(natum)","um legatum eius pro praetore consulem designatum",NA,NA,NA,"lapis"
"629","EDCS-31400564","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"ATO / AL / IO / IO / I / IO","ATO AL IO IO I IO",NA,NA,NA,"lapis"
"630","EDCS-31300283","Arabia","Wadi Waleh",219,219,"miliaria","tituli sacri",NA,"Imp(eratori) Caes(ari) / M(arco) Aurel(io) / Antonino / Pi[o] Fel(ici) Aug(usto) / di[vi] Ant[o]n[ini] / fil(io) divi Se[ve]/ri [ne]p(oti) co(n)s(uli) / trib(unicia) pot(estate) / per Flavium / Iulianu[m] / [leg(atum) Aug(usti)] p[r(o) pr(aetore)] / a Meda[ba] / m(ilia) p(assuum) / XIII","Imperatori Caesari Marco Aurelio Antonino Pio Felici Augusto divi Antonini filio divi Severi nepoti consuli tribunicia potestate per Flavium Iulianum legatum Augusti pro praetore a Medaba milia passuum XIII",NA,NA,NA,"lapis"
"631","EDCS-31400566","Arabia","Wadi Waleh",NA,307,"miliaria",NA,NA,"to 307;   b:  334 to 335         

 DD(ominis) [3] / I [In]/victo [3] / et [3] / Gal[erio 3] / Max[imia]n[o] //  // DD(ominis) nn(ostris) / Constantino Aug(usto) / et Co(n)stantino / et Constantio / et Constant<i=E> / nobb(ilissimis) Caess(aribus) //","DDominis I Invicto et Galerio Maximiano DDominis nnostris Constantino Augusto et Constantino et Constantio et Constanti nobbilissimis Caessaribus","GR",NA,NA,"lapis"
"632","EDCS-29900176","Arabia","Wadi Waleh",200,200,"miliaria",NA,NA,"Imp(erator) Caesar L(ucius) Septi/mius Severus Per/tinax Aug(ustus) Arabicus A/diabenicus Parthicus / maximus p(ater) p(atriae) pontifex / maximus tribun(icia) potest(ate) / VIII imp(erator) XI co(n)s(ul) III proco(n)s(ul) / et / Imp(erator) Caes(ar) M(arcus) Aureli/us Anton(in)us Aug(ustus) / per / Marium Perpetuum leg(atum) / Aug(usti) pr(o) pr(aetore) / XI //","Imperator Caesar Lucius Septimius Severus Pertinax Augustus Arabicus Adiabenicus Parthicus maximus pater patriae pontifex maximus tribunicia potestate VIII imperator XI consul III proconsul et Imperator Caesar Marcus Aurelius Antoninus Augustus per Marium Perpetuum legatum Augusti pro praetore XI","GR",NA,NA,"lapis"
"633","EDCS-29900177","Arabia","Wadi Waleh",219,219,"miliaria",NA,NA,"] / Felix [Au]g(ustus) pont(ifex) max(imus) / trib(unicia) p(otestate) co(n)s(ul) II p(ater) p(atriae) p[roco(n)s(ul)] / per / Flavium Iuli/anum leg(atum) Aug(usti) / pr(o) pr(aetore)","Felix Augustus pontifex maximus tribunicia potestate consul II pater patriae proconsul per Flavium Iulianum legatum Augusti pro praetore",NA,NA,NA,"lapis"
"634","EDCS-31400567","Arabia","Wadi Waleh",NA,307,"miliaria",NA,NA,"to 307;   b:  334 to 335         

[Imp]era[tori Caesari] / [G]a[l(erio) Val(erio)] / Maximiano / [Pio] Felici Inv[icto] / Aug(usto) // DD(ominis) n]n(ostris) / [Consta]ntino Aug(usto) / [et Consta]ntino / [et Constan]tio / [et Constan]t<i=E> / [nobb(ilissimis) Ca]ess(aribus)","Imperatori Caesari Galerio Valerio Maximiano Pio Felici Invicto Augusto DDominis nnostris Constantino Augusto et Constantino et Constantio et Constanti nobbilissimis Caessaribus",NA,NA,NA,"lapis"
"635","EDCS-31400568","Arabia","Wadi Waleh",333,335,"miliaria",NA,NA,"[DD(ominis) nn(ostris)] / Co[nstantino Aug(usto)] / et C[onstantino] / et C[onstantio] / et Co[nstanti] / nob[b(ilissimis) Caess(aribus)","DDominis nnostris Constantino Augusto et Constantino et Constantio et Constanti nobbilissimis Caessaribus",NA,NA,NA,"lapis"
"636","EDCS-73600204","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"637","EDCS-73600205","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"638","EDCS-73600206","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"639","EDCS-73600207","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"640","EDCS-73600208","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"641","EDCS-73600209","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"642","EDCS-73600210","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"643","EDCS-73600211","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"644","EDCS-73600212","Arabia","Wadi Waleh",NA,NA,"miliaria",NA,NA,"?","",NA,NA,NA,"lapis"
"645","EDCS-09701215","Arabia","Warran, Wadi / Ouarran, Ouadi / Han Ouarran",NA,NA,"miliaria",NA,NA,"]MVS / [6] / [3]OS[3 t]rib(unicia) pot(estate) / [6] //","MVS OS tribunicia potestate","GR",32.571389,35.94,"lapis"
"646","EDCS-16800295","Arabia","Yajuz",NA,NA,"miliaria",NA,NA,"Imp(erator) Caes(ar) Marc(us) / Aurelius [Severus An]toninus / Pius eli[x Aug(ustus) Part]hicus m[ax(imus)] / Britanni[cus max(imus) p]ontif(ex) / ma[x(imus)] trib(unicia) [pot(estate) 3]AP [3] / co(n)s(ul) III[3] / [3]OF[3 per] Furni[um","Imperator Caesar Marcus Aurelius Severus Antoninus Pius elix Augustus Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate AP consul III OF per Furnium",NA,32.033333,35.916667,"lapis"
"647","EDCS-40800002","Palaestina","? / Scythopolis",NA,NA,"miliaria","tituli sacri",NA,"Imp(erator) Caesar M(arcus) Aurelius / Antoninus Aug(ustus) t(ribunicia) p(otestate) XVI / co(n)s(ul) III et Imp(erator) Caesar L(ucius) Aurel(ius) / Verus Aug(ustus) t(ribunicia) p(otestate) II co(n)s(ul) II / divi Antonini fil(ii) divi / Hadriani nep(otes) divi Tra/[ia]ni pronep(otes) divi [Nervae abnep(otes)]","Imperator Caesar Marcus Aurelius Antoninus Augustus tribunicia potestate XVI consul III et Imperator Caesar Lucius Aurelius Verus Augustus tribunicia potestate II consul II divi Antonini filii divi Hadriani nepotes divi Traiani pronepotes divi Nervae abnepotes",NA,32.497102,35.497337,"lapis"
